episode,reward,success,length
981,-0.12569086,0,2
982,-0.1,0,1
983,-0.29089093,1,6
984,1.0520432,1,1
985,-0.1,0,1
986,-0.1,0,1
987,-0.1,0,1
988,-0.1,0,1
989,1.0614603,1,1
990,-0.1,0,1
991,-0.13536826,1,3
992,-0.1,0,1
993,-0.1,0,1
994,1.1211728,1,1
995,-0.22116724,0,2
996,-0.1,0,1
997,-0.1,0,1
998,-0.15234143,0,2
999,-0.14413898,0,2
1000,-0.1,0,1
1001,1.0530509,1,1
1002,-0.1,0,1
1003,-0.1,0,1
1004,-0.1,0,1
1005,0.038062774,1,2
1006,0.9798748,1,1
1007,-0.1,0,1
1008,-0.1,0,1
1009,1.0898701,1,1
1010,1.073063,1,2
1011,1.056471,1,1
1012,-0.1,0,1
1013,1.1047499,1,1
1014,-0.1,0,1
1015,-0.1,0,1
1016,-0.1,0,1
1017,-0.1,0,1
1018,-0.1,0,1
1019,-0.1,0,1
1020,-0.1,0,1
1021,-0.1,0,1
1022,1.1410978,1,1
1023,-0.1,0,1
1024,-0.1,0,1
1025,0.6430403,1,1
1026,-0.1,0,1
1027,-0.1,0,1
1028,-0.1,0,1
1029,-0.1,0,1
1030,-0.1,0,1
1031,-0.060006343,1,2
1032,-0.19578125,0,2
1033,-0.1,0,1
1034,-0.1,0,1
1035,-0.1,0,1
1036,-0.1,0,1
1037,-0.1,0,1
1038,-0.1,0,1
1039,-0.16107628,0,3
1040,-0.1,0,1
1041,-0.1,0,1
1042,1.0043601,1,3
1043,1.0023296,1,1
1044,-0.031718493,1,2
1045,-0.08790304,1,2
1046,-0.1,0,1
1047,-0.1,0,1
1048,-0.1,0,1
1049,0.018107615,1,2
1050,1.0794529,1,1
1051,-0.1,0,1
1052,-0.1,0,1
1053,-0.1,0,1
1054,-0.1,0,1
1055,-0.1,0,1
1056,-0.1,0,1
1057,1.0910356,1,1
1058,0.026080392,1,2
1059,-0.1,0,1
1060,-0.1,0,1
1061,1.0491323,1,1
1062,-0.2435638,0,4
1063,-0.1,0,1
1064,-0.1,0,1
1065,0.9776975,1,1
1066,-0.1,0,1
1067,-0.1,0,1
1068,-0.08279495,1,2
1069,-0.1,0,1
1070,-0.1,0,1
1071,-0.1,0,1
1072,1.1453462,1,1
1073,1.0718098,1,1
1074,-0.1,0,1
1075,-0.1,0,1
1076,-0.1,0,1
1077,-0.1,0,1
1078,1.1847782,1,2
1079,-0.1,0,1
1080,-0.1,0,1
1081,-0.1,0,1
1082,-0.1,0,1
1083,-0.11079545,0,2
1084,-0.1,0,1
1085,-0.1,0,1
1086,-0.1,0,1
1087,-0.1110824,0,2
1088,0.55571324,1,1
1089,-0.1,0,1
1090,-0.1,0,1
1091,-0.1,0,1
1092,-0.03878237,1,2
1093,1.116942,1,1
1094,-0.1,0,1
1095,-0.1100347,0,2
1096,-0.1,0,1
1097,-0.1,0,1
1098,-0.1,0,1
1099,-0.1,0,1
1100,-0.036649123,1,2
1101,-0.1,0,1
1102,1.1450065,1,1
1103,1.0529423,1,1
1104,-0.1,0,1
1105,-0.1,0,1
1106,-0.1,0,1
1107,0.4034802,1,1
1108,-0.1,0,1
1109,-0.1,0,1
1110,-0.1,0,1
1111,-0.1,0,1
1112,-0.1,0,1
1113,-0.1,0,1
1114,-0.1,0,1
1115,-0.1,0,1
1116,-0.1,0,1
1117,-0.1,0,1
1118,-0.1,0,1
1119,-0.1,0,1
1120,-0.1,0,1
1121,-0.1,0,1
1122,-0.1,0,1
1123,-0.1,0,1
1124,-0.1,0,1
1125,-0.1,0,1
1126,-0.1,0,1
1127,-0.1,0,1
1128,-0.1,0,1
1129,-0.1,0,1
1130,-0.1,0,1
1131,-0.1,0,1
1132,0.5988474,1,1
1133,-0.09102658,1,2
1134,-0.1,0,1
1135,-0.1,0,1
1136,-0.1,0,1
1137,-0.1,0,1
1138,-0.1,0,1
1139,-0.1,0,1
1140,-0.1,0,1
1141,-0.1,0,1
1142,-0.1,0,1
1143,-0.1,0,1
1144,1.0312375,1,2
1145,-0.1,0,1
1146,-0.1,0,1
1147,-0.1,0,1
1148,-0.1,0,1
1149,1.0753466,1,1
1150,-9.2975795e-05,1,2
1151,-0.1,0,1
1152,-0.044636484,1,2
1153,1.0585686,1,1
1154,-0.1,0,1
1155,-0.1,0,1
1156,1.1142769,1,1
1157,1.0739235,1,1
1158,-0.1,0,1
1159,-0.1,0,1
1160,-0.1,0,1
1161,-0.16244283,0,2
1162,-0.04979461,1,3
1163,-0.1,0,1
1164,-0.085182235,1,2
1165,1.0835804,1,1
1166,-0.1,0,1
1167,-0.1,0,1
1168,-0.1,0,1
1169,-0.10334831,0,2
1170,-0.1674071,1,3
1171,0.0141526535,1,2
1172,1.0585341,1,1
1173,-0.1,0,1
1174,-0.1,0,1
1175,-0.1,0,1
1176,-0.10699922,0,2
1177,-0.14165553,0,2
1178,-0.1,0,1
1179,-0.1,0,1
1180,-0.1,0,1
1181,-0.1,0,1
1182,-0.1,0,1
1183,-0.1,0,1
1184,-0.1,0,1
1185,0.53047603,1,1
1186,1.0568588,1,2
1187,-0.13860174,0,3
1188,1.1055938,1,1
1189,1.20907,1,1
1190,-0.1,0,1
1191,1.1526388,1,1
1192,-0.1,0,1
1193,1.1819088,1,1
1194,-0.1,0,1
1195,-0.1,0,1
1196,-0.1,0,1
1197,1.1984818,1,1
1198,1.140621,1,1
