episode,reward,success,length
610,0.40479457,1,1
611,0.41054374,1,1
612,-0.1,0,1
613,-0.1,0,1
614,0.3894038,1,1
615,-0.1,0,1
616,-0.1,0,1
617,-0.1,0,1
618,0.2960327,1,1
619,0.28902343,1,1
620,-0.1,0,1
621,-0.1,0,1
622,-0.1,0,1
623,-0.1,0,1
624,-0.1,0,1
625,0.3535996,1,1
626,-0.1,0,1
627,-0.1,0,1
628,0.3587988,1,1
629,-0.1,0,1
630,0.2947736,1,1
631,-0.1,0,1
632,-0.1,0,1
633,-0.1,0,1
634,-0.1,0,1
635,-0.1,0,1
636,-0.1,0,1
637,0.4837959,1,1
638,0.28029,1,1
639,0.35005662,1,1
640,-0.1,0,1
641,0.3647695,1,1
642,0.42394143,1,1
643,0.196989,1,1
644,0.4228178,1,1
645,-0.1,0,1
646,0.31629416,1,1
647,-0.1,0,1
648,0.42345834,1,1
649,-0.1,0,1
650,-0.1,0,1
651,0.3048631,1,1
652,0.3231993,1,1
653,0.33813536,1,1
654,0.4137707,1,1
655,-0.1,0,1
656,-0.1,0,1
657,0.31479084,1,1
658,0.2356807,1,1
659,0.3636735,1,1
660,-0.1,0,1
661,0.38916048,1,1
662,-0.1,0,1
663,0.46202925,1,1
664,0.33301017,1,1
665,-0.1,0,1
666,-0.1,0,1
667,0.28528938,1,1
668,-0.1,0,1
669,-0.1,0,1
670,-0.1,0,1
671,-0.1,0,1
672,0.4205996,1,1
673,-0.1,0,1
674,-0.1,0,1
675,-0.1,0,1
676,-0.1,0,1
677,0.38568267,1,1
678,-0.1,0,1
679,-0.1,0,1
680,-0.1,0,1
681,-0.1,0,1
682,0.43494368,1,1
683,-0.1,0,1
684,-0.1,0,1
685,-0.1,0,1
686,-0.1,0,1
687,-0.1,0,1
688,-0.1,0,1
689,0.345786,1,1
690,-0.1,0,1
691,0.4650753,1,1
692,-0.1,0,1
693,-0.1,0,1
694,0.29469642,1,1
695,-0.1,0,1
696,-0.1,0,1
697,-0.1,0,1
698,-0.1,0,1
699,0.44398344,1,1
700,-0.1,0,1
701,-0.1,0,1
702,-0.1,0,1
703,-0.1,0,1
704,0.38155264,1,1
705,0.43222973,1,1
706,0.28997648,1,1
707,-0.1,0,1
708,-0.1,0,1
709,0.39955515,1,1
710,0.39644215,1,1
711,0.3650638,1,1
712,-0.1,0,1
713,0.36915955,1,1
714,-0.1,0,1
715,-0.1,0,1
716,-0.1,0,1
717,0.39774567,1,1
718,-0.1,0,1
719,-0.1,0,1
720,-0.1,0,1
721,-0.1,0,1
722,-0.1,0,1
723,0.4006522,1,1
724,-0.1,0,1
725,0.40534297,1,1
726,-0.1,0,1
727,-0.1,0,1
728,-0.1,0,1
729,0.32182786,1,1
730,-0.1,0,1
731,0.40006134,1,1
732,-0.1,0,1
733,-0.1,0,1
734,-0.1,0,1
735,0.39605913,1,1
736,0.4662979,1,1
737,-0.1,0,1
738,-0.1,0,1
739,0.44056022,1,1
740,-0.1,0,1
741,0.33722878,1,1
742,0.3424641,1,1
743,-0.1,0,1
744,-0.1,0,1
745,-0.1,0,1
746,0.33915916,1,1
747,0.36759028,1,1
748,-0.1,0,1
749,0.27270123,1,1
750,0.36542606,1,1
751,-0.1,0,1
752,0.4148471,1,1
753,0.24321683,1,1
754,-0.1,0,1
755,-0.1,0,1
756,-0.1,0,1
757,0.31564295,1,1
758,-0.1,0,1
759,-0.1,0,1
760,-0.1,0,1
761,-0.1,0,1
762,-0.1,0,1
763,0.15372515,1,1
764,-0.1,0,1
765,-0.1,0,1
766,-0.1,0,1
767,-0.1,0,1
768,-0.1,0,1
769,0.4196845,1,1
770,-0.1,0,1
771,-0.1,0,1
772,-0.1,0,1
773,0.26352477,1,1
774,0.50345546,1,1
775,-0.1,0,1
776,0.37033382,1,1
777,0.3704189,1,1
778,-0.1,0,1
779,-0.1,0,1
780,0.35323307,1,1
781,0.23986135,1,1
782,-0.1,0,1
783,-0.1,0,1
784,-0.1,0,1
785,-0.1,0,1
786,-0.1,0,1
787,0.30656835,1,1
788,0.2975727,1,1
789,-0.1,0,1
790,-0.1,0,1
791,-0.1,0,1
792,-0.1,0,1
793,-0.1,0,1
794,0.37306038,1,1
795,-0.1,0,1
796,-0.1,0,1
797,-0.1,0,1
798,-0.1,0,1
799,-0.1,0,1
800,-0.1,0,1
801,-0.1,0,1
802,-0.1,0,1
803,0.19503519,1,1
804,-0.1,0,1
805,0.31574756,1,1
806,0.38386136,1,1
807,-0.1,0,1
808,-0.1,0,1
809,-0.1,0,1
810,-0.1,0,1
811,0.33594376,1,1
812,-0.1,0,1
813,0.30967987,1,1
814,0.39607236,1,1
815,-0.1,0,1
816,-0.1,0,1
817,-0.1,0,1
818,-0.1,0,1
819,-0.1,0,1
820,0.37526798,1,1
821,0.4212721,1,1
822,-0.1,0,1
823,-0.1,0,1
